DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code
1244900-DCA,Business,03/31/2009,"ARH PARKING, INC.",,3490,3RD AVE,,BRONX,NY,10456,9172920463,Bronx,2
1096029-DCA,Business,03/31/2009,EIGHT AVE. GARAGE LLC,,305,W 46TH ST,,NEW YORK,NY,10036,2128322066,Manhattan,1
0959291-DCA,Business,03/31/2009,"200 C.P.S. GARAGE COMPANY, LLC",,200,CENTRAL PARK S,,NEW YORK,NY,10019,2128887400,Manhattan,1
1156818-DCA,Business,03/31/2009,900 EIGHTH PARKING LLC,,900,8TH AVE,,NEW YORK,NY,10019,2126869800,Manhattan,1
0906869-DCA,Business,03/31/2007,PARAMOUNT PARKING CORP.,,350,AMSTERDAM AVE,,NEW YORK,NY,10024,2122493344,Manhattan,1
0999361-DCA,Business,03/31/2005,COMFORTABLE PARKING CORP.,,3000,JEROME AVE,,BRONX,NY,10468,2126903310,Bronx,2
1011809-DCA,Business,03/31/2003,FOURTH APPLE PARKING CORP.,,550,W 37TH ST,,NEW YORK,NY,10018,2124659584,Manhattan,1
1203866-DCA,Business,03/31/2009,QUIK PARK QUEENSBORO LLC,QUIK PARK INC.,326,W 37TH ST,,NEW YORK,NY,10018,2128322066,Manhattan,1
0916930-DCA,Business,03/31/2005,241 PARKING CORP.,,241,W 26TH ST,,NEW YORK,NY,10001,2127442277,Manhattan,1
0914664-DCA,Business,03/31/2001,EIGHTH AVENUE GARAGE CORP,EIGHTH AVENUE GARAGE,305,W 46TH ST,,NEW YORK,NY,10036,2128322066,Manhattan,1
0977761-DCA,Business,03/31/2005,QUIK PARK CONFUCIUS PLAZA GARAGE CORP.,QUIK PARK INC.,2,DIVISION ST,,NEW YORK,NY,10002,2122748644,Manhattan,1
0937030-DCA,Business,03/31/2007,RYLIN PARKING CORP.,,220,E 67TH ST,,NEW YORK,NY,10065,2126501752,Manhattan,1
1318009-DCA,Business,11/23/2009,GOLD/PEARL PARKING CORP.,,201,PEARL ST,,NEW YORK,NY,10038,2127367171,Manhattan,1
0929241-DCA,Business,03/31/2007,JORDAN PARKING CORP.,,415,WASHINGTON ST,,NEW YORK,NY,10013,2016425700,Manhattan,1
2083308-DCA,Business,03/31/2021,PEAK TIME PARKING INC.,,225,E 63RD ST,,NEW YORK,NY,10065,9174705093,Manhattan,1
0978102-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,1900,BROADWAY,,NEW YORK,NY,10023,2124636000,Manhattan,1
0368120-DCA,Business,03/31/2005,CONCOURSE EXECUTIVE PARKING INC,,1020,GRAND CONCOURSE,,BRONX,NY,10451,2127536116,Bronx,2
1184606-DCA,Business,03/31/2007,QUIK PARK COLUMBIA LLC,QUIK PARK INC.,2561,BROADWAY,,NEW YORK,NY,10025,2128322066,Manhattan,1
1153489-DCA,Business,03/31/2007,LAFAYETTE ST. GARAGE CORP.,,32,BOND ST,,NEW YORK,NY,10012,2128322066,Manhattan,1
1091600-DCA,Business,03/31/2007,OASIS CAR PARK INC.,,337,W 39TH ST,,NEW YORK,NY,10018,2122216111,Manhattan,1
1195834-DCA,Business,03/31/2009,EPSILON PARKING ASSOCIATES CORP.,,409,W 56TH ST,,NEW YORK,NY,10019,2126444955,Manhattan,1
1188447-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1113,YORK AVE,,NEW YORK,NY,10065,2125025490,Manhattan,1
1005804-DCA,Business,08/16/2005,9201 PARKING L.L.C.,,9201,4TH AVE,,BROOKLYN,NY,11209,7189211513,Brooklyn,3
0905875-DCA,Business,03/31/2007,429 EAST 74TH ST. PARKING LLC,,429,E 74TH ST,,NEW YORK,NY,10021,2126869800,Manhattan,1
0905335-DCA,Business,03/31/2007,IDEAL PARKING CORP.,,2,SHERMAN AVE,,NEW YORK,NY,10040,2125623700,Manhattan,1
1183459-DCA,Business,03/23/2005,"HUDSON RIVER GARAGE 5,LLC",,220,RIVERSIDE BLVD,,NEW YORK,NY,10069,2128322066,Manhattan,1
1141477-DCA,Business,03/31/2005,CLASSIC PARKING CORP,,779,RIVERSIDE DR,,NEW YORK,NY,10032,2129999999,Manhattan,1
0734804-DCA,Business,03/31/2005,"THE KATZ PARKING SYSTEM, INC.",,308,GREENWICH ST,,NEW YORK,NY,10013,2128894444,Manhattan,1
1370423-DCA,Business,02/13/2012,QUIK PARK NORTHROSE GARAGE LLC,,508,E 163RD ST,,BRONX,NY,10451,2128322066,Bronx,2
1165536-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,45,E END AVE,,NEW YORK,NY,10028,2124529832,Manhattan,1
1192256-DCA,Business,03/31/2009,228 EAST 86TH STREET PARKING LLC,,111,E 85TH ST,,NEW YORK,NY,10028,2128312700,Manhattan,1
0912852-DCA,Business,03/31/2009,CENTURY PARKING CORP.,,2600,NETHERLAND AVE,,BRONX,NY,10463,2127367171,Bronx,2
1097620-DCA,Business,03/31/2005,"APCOA/STANDARD PARKING, INC.",,9,W 57TH ST,,NEW YORK,NY,10019,2127544077,Manhattan,1
0883485-DCA,Business,03/31/2005,3 SHERIDAN SQUARE PARKING CORP.,,3,SHERIDAN SQ,,NEW YORK,NY,10014,2122429791,Manhattan,1
1149864-DCA,Business,03/31/2005,CLASSIC PARKING CORP,,4162,BROADWAY,,NEW YORK,NY,10033,9176927836,Manhattan,1
1196213-DCA,Business,03/31/2007,BROADWAY PARKING SYSTEM INC.,,4501,BROADWAY,,NEW YORK,NY,10040,2126579199,Manhattan,1
0918756-DCA,Business,03/31/2005,NORTH MOORE PARKING CORP,KINNEY SYSTEMS,56,N MOORE ST,,NEW YORK,NY,10013,2129417633,Manhattan,1
0368536-DCA,Business,03/31/2005,330 PARKING CORP.,,322,3RD AVE,,NEW YORK,NY,10010,2125328034,Manhattan,1
1183556-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,380,MADISON AVE,,NEW YORK,NY,10017,2125025490,Manhattan,1
1162709-DCA,Business,03/31/2005,"ABDALLAH, MUHAMMAD A",MAA PARKING CO,1406,FULTON ST,,BROOKLYN,NY,11216,7186366959,Brooklyn,3
1108064-DCA,Business,01/24/2004,PUTNAM GARDENS PARKING CORP.,,3815,PUTNAM AVE W,,BRONX,NY,10463,7184327226,Bronx,2
1232826-DCA,Business,03/31/2007,58TH & 7TH PARKING LLC,,166,W 58TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1
0428659-DCA,Business,03/31/2007,METRO-W. HOUSTON PARKING CORP.,,214,W HOUSTON ST,,NEW YORK,NY,10014,2126330606,Manhattan,1
1141319-DCA,Business,03/31/2005,"MINAYA, YONI F",AIRLINES PARKING & AUTO SALES,3555,WHITE PLAINS RD,,BRONX,NY,10467,7188815470,Bronx,2
1013969-DCA,Business,03/31/2007,415 E. 37TH ST. PARKING,,415,E 37TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1183461-DCA,Business,03/15/2007,HUDSON RIVER GARAGE 3 LLC,,140,RIVERSIDE BLVD,,NEW YORK,NY,10069,2128322066,Manhattan,1
1068557-DCA,Business,03/31/2005,ARROW PUBLIC PARKING INC.,,415,W 127TH ST,,NEW YORK,NY,10027,2126631455,Manhattan,1
1004699-DCA,Business,03/31/2009,WELCOME PARKING CORP.,,240,E 82ND ST,,NEW YORK,NY,10028,2126616702,Manhattan,1
0811229-DCA,Business,03/31/2009,WIND ASSOCIATES INC.,,158,BEACH 116TH ST,,ROCKAWAY PARK,NY,11694,7186340469,Queens,4
1077947-DCA,Business,03/31/2003,"E & E PARKING, INC.",,12,CLAVER PL,,BROOKLYN,NY,11238,7188570822,Brooklyn,3
0988854-DCA,Business,03/31/2005,WYKOFF GARAGE PARKING INC.,,749,WYCKOFF AVE,,RIDGEWOOD,NY,11385,5164851293,Queens,4
0973448-DCA,Business,03/31/2005,"786 PARKING CO., INC.",,1360,FULTON ST,,BROOKLYN,NY,11216,7187892915,Brooklyn,3
1196451-DCA,Business,03/31/2007,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,332,E 34TH ST,,NEW YORK,NY,10016,2125025490,Manhattan,1
1037089-DCA,Business,03/31/2007,18TH STREET PARKING CORP.,,142,W 18TH ST,,NEW YORK,NY,10011,2125691800,Manhattan,1
2114947-DCA,Business,09/24/2023,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,1113,YORK AVE,,NEW YORK,NY,10065,7184072575,Manhattan,1
0978341-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM, INC.",,838,11TH AVE,,NEW YORK,NY,10019,2126641825,Manhattan,1
1143963-DCA,Business,03/31/2005,"EXPRESS PARKING SYSTEMS, INC.",,4168,BROADWAY,,NEW YORK,NY,10033,2125432700,Manhattan,1
1146753-DCA,Business,03/31/2007,"FARRAGUT MANOR, INC.",CRYSTAL MANOR,1357,ROGERS AVE,,BROOKLYN,NY,11210,7188592141,Brooklyn,3
1161251-DCA,Business,03/31/2007,"310 LEXINGTON AVENUE, LLC",LAZ PARKING,310,LEXINGTON AVE,,NEW YORK,NY,10016,8889372758,Manhattan,1
1000344-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,880,8TH AVE,,NEW YORK,NY,10019,9733539250,Manhattan,1
0469300-DCA,Business,03/31/2005,123 PARKING CORP.,,248,E 39TH ST,,NEW YORK,NY,10016,2125999100,Manhattan,1
1204123-DCA,Business,03/31/2009,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,1175,YORK AVE,,NEW YORK,NY,10065,2125025490,Manhattan,1
0916261-DCA,Business,03/31/2007,"CASTRO, RAMON",R C PARKING GARAGE,360,BALTIC ST,,BROOKLYN,NY,11201,7188752606,Brooklyn,3
0999829-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,2500,FDR DR,,NEW YORK,NY,10016,2124636000,Manhattan,1
1159901-DCA,Business,03/31/2005,CLASSIC PARKING CORP,,1430,INWOOD AVE,,BRONX,NY,10452,9176927836,Bronx,2
1188480-DCA,Business,03/31/2009,675 PARKING LLC,,333,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
1099325-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,521,9TH AVE,,NEW YORK,NY,10018,9999999999,Manhattan,1
1130474-DCA,Business,07/17/2003,COSMO PARKING LLC,,360,W 43RD ST,,NEW YORK,NY,10036,2129562280,Manhattan,1
0880093-DCA,Business,03/31/2005,TRACTO EQUIPMENT CORP.,D & C PARKING,21,FRONT ST,,BROOKLYN,NY,11201,7187898011,Brooklyn,3
1156161-DCA,Business,03/31/2009,"GOLD PARKING, INC.",,800,BRADY AVE,,BRONX,NY,10462,7185978232,Bronx,2
0921913-DCA,Business,03/31/2009,WEST 79 STREET GARAGE CORP.,,200,W 79TH ST,,NEW YORK,NY,10024,7187880066,Manhattan,1
0369333-DCA,Business,03/31/2005,MOUNT SINAI HOSPITAL REAL ESTATE DIVISION,,1249,PARK AVE,,NEW YORK,NY,10029,2122417495,Manhattan,1
0812106-DCA,Business,03/31/2005,METRO NORTH GARAGE CORPORATION,METRO NORTH PARKING GARAGE,440,E 102ND ST,,NEW YORK,NY,10029,2127220690,Manhattan,1
1139993-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,224,E 39TH ST,,NEW YORK,NY,10016,2126296602,Manhattan,1
1095864-DCA,Business,03/31/2005,"ASSOCIATED PARKING, LLC",,62,MULBERRY ST,,NEW YORK,NY,10013,2122276850,Manhattan,1
1085627-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,420,E 20TH ST,,NEW YORK,NY,10009,2126296602,Manhattan,1
1133686-DCA,Business,03/31/2005,TIMES SQUARE 41ST STREET GARAGE LLC,,237,W 40TH ST,,NEW YORK,NY,10018,2127301777,Manhattan,1
0976466-DCA,Business,03/31/2009,13TH STREET GARAGE LLC,,132,4TH AVE,,NEW YORK,NY,10003,2124064000,Manhattan,1
1196597-DCA,Business,03/31/2009,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,125,W 58TH ST,,NEW YORK,NY,10019,2125025490,Manhattan,1
1189841-DCA,Business,03/31/2007,4320 BROADWAY PARKING LLC,,4320,BROADWAY,,NEW YORK,NY,10033,2125691800,Manhattan,1
0368583-DCA,Business,03/31/2007,ELCO PARKING SYSTEM INC,,312,E 46TH ST,,NEW YORK,NY,10017,2124909129,Manhattan,1
0999703-DCA,Business,03/31/2005,UPPER WEST PARKING CORP.,UPPER WEST PARKING,519,W 161ST,,NEW YORK,NY,10032,0000000000,Manhattan,1
1101579-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,8806,VAN WYCK EXPY,,JAMAICA,NY,11418,7186589770,Queens,4
1085760-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,528,E 20TH ST,,NEW YORK,NY,10009,2124739081,Manhattan,1
0367269-DCA,Business,03/31/2007,155 E. 38TH STREET PARKING LLC,,155,E 38TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1
0977763-DCA,Business,03/31/2007,QUIK PARK 61ST ST. GARAGE CORP.,QUIK PARK INC.,425,E 61ST ST,,NEW YORK,NY,10065,2128322066,Manhattan,1
1002761-DCA,Business,03/31/2009,WK PARKING CORP.,,154,W 24TH ST,,NEW YORK,NY,10011,7187373249,Manhattan,1
0839400-DCA,Business,03/31/2009,"SHOPPERS' PARKING, LLC",,750,LEXINGTON AVE,,NEW YORK,NY,10022,2128261399,Manhattan,1
1197301-DCA,Business,03/31/2007,"KINNEY PARKING SYSTEM, INC.",,64,E 11TH ST,,NEW YORK,NY,10003,2125025490,Manhattan,1
0979508-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,625,ATLANTIC AVE,,BROOKLYN,NY,11217,2123217534,Brooklyn,3
0900440-DCA,Business,03/31/2007,FELISE GARAGE CORP.,,310,W 38TH ST,,NEW YORK,NY,10018,2128322066,Manhattan,1
0429771-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,380,MADISON AVE,,NEW YORK,NY,10017,2125649199,Manhattan,1
1245978-DCA,Business,05/14/2008,"90 WASHINGTON CAR PARK, LLC",,90,JOHN ST,,NEW YORK,NY,10038,2129966363,Manhattan,1
1072383-DCA,Business,03/31/2007,WASHINGTON PARKING CORPORATION,,442,WASHINGTON ST,,NEW YORK,NY,10013,2126910790,Manhattan,1
1182363-DCA,Business,09/21/2006,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,455,CENTRAL PARK W,,NEW YORK,NY,10025,2125025490,Manhattan,1
0469817-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,104,W 38TH ST,,NEW YORK,NY,10018,2125649199,Manhattan,1
0914280-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,29,E 50TH ST,,NEW YORK,NY,10022,2128894444,Manhattan,1
1130353-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1328,BROADWAY,,NEW YORK,NY,10001,2126296602,Manhattan,1
1270544-DCA,Business,02/03/2009,FIRST MERCER PARKING LLC,,40,MERCER ST,,NEW YORK,NY,10013,2126869800,Manhattan,1
0927804-DCA,Business,03/31/2005,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,64,E 11TH ST,,NEW YORK,NY,10003,2124772215,Manhattan,1
0368885-DCA,Business,03/31/2009,KEY PARKING LLC,,115,E 9TH ST,,NEW YORK,NY,10003,2125810535,Manhattan,1
0960971-DCA,Business,03/31/2005,M.N.S. PARKING CORP.,,554,W 174TH ST,,NEW YORK,NY,10033,212???????,Manhattan,1
1077036-DCA,Business,03/31/2005,"WEBSTER PARKING, INC.",,600,E 156TH ST,,BRONX,NY,10455,7186655869,Bronx,2
0961964-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,187,PACIFIC ST,,BROOKLYN,NY,11201,2126296602,Brooklyn,3
1024036-DCA,Business,03/31/2005,"AVILA, SARAH M.",LINO PARKING,764,E 176TH ST,,BRONX,NY,10460,7187167609,Bronx,2
0807871-DCA,Business,03/31/2005,786 PARKING COMPANY INC,,1406,FULTON ST,,BROOKLYN,NY,11216,7187892915,Brooklyn,3
1128792-DCA,Business,03/31/2005,"IVY PARKING, CORP.",,257,E 187TH ST,,BRONX,NY,10458,2122893800,Bronx,2
0429962-DCA,Business,03/31/2007,PARK 36TH GARAGE CORP.,,30,PARK AVE,,NEW YORK,NY,10016,2124072516,Manhattan,1
1113124-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,200,E 66TH ST,,NEW YORK,NY,10065,2126296602,Manhattan,1
1099607-DCA,Business,05/29/2006,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,17,BATTERY PL,,NEW YORK,NY,10004,2127856690,Manhattan,1
1171222-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,9015,PARSONS BLVD,,JAMAICA,NY,11432,7185265606,Queens,4
1128992-DCA,Business,03/31/2009,ALPHA PARKING CORP.,,201,E 69TH ST,,NEW YORK,NY,10021,2126444955,Manhattan,1
0429032-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,218,W 31ST ST,,NEW YORK,NY,10001,2125649199,Manhattan,1
0469032-DCA,Business,03/31/2007,8TH ST PARKING CORP,,11,5TH AVE,,NEW YORK,NY,10003,2129999999,Manhattan,1
0895144-DCA,Business,03/31/2009,RONEL PARKING CORP.,,25,W 13TH ST,,NEW YORK,NY,10011,2126438631,Manhattan,1
0922282-DCA,Business,03/31/2005,SYLVAN 53RD STREET GARAGE CORP.,SYLVAN 53RD STREET GARAGE,358,W 53RD ST,,NEW YORK,NY,10019,2129446666,Manhattan,1
0910945-DCA,Business,03/31/2007,TRISTAR PARKING CORP,,207,W 76TH ST,,NEW YORK,NY,10023,2122493344,Manhattan,1
0369962-DCA,Business,03/31/2005,BARON PARKING LLC,BARON PARKING LLC,1081,3RD AVE,,NEW YORK,NY,10065,2126666666,Manhattan,1
1267580-DCA,Business,05/12/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,10201,66TH RD,,FOREST HILLS,NY,11375,2125025490,Queens,4
0427321-DCA,Business,03/31/2007,ALEMAP PARKING CORP.,,124,W 20TH ST,,NEW YORK,NY,10011,2128661000,Manhattan,1
1193008-DCA,Business,12/03/2009,QUIK PARK GARAGE HUDSON II,QUIK PARK INC.,180,RIVERSIDE BLVD,,NEW YORK,NY,10069,2128322066,Manhattan,1
0789393-DCA,Business,03/31/2003,WASHINGTON STREET GARAGE CORP,,87,MURRAY ST,,NEW YORK,NY,10007,9999999999,Manhattan,1
0997699-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,351,JAY ST,,BROOKLYN,NY,11201,7184636000,Brooklyn,3
0889027-DCA,Business,03/31/2009,"G & R PARKING SERVICES, INC.",,1,FORDHAM PLZ,,BRONX,NY,10458,7183648853,Bronx,2
0901301-DCA,Business,03/31/2007,CITYVIEW PARKING CORP.,,2314,44TH RD,,LONG ISLAND CIT,NY,11101,7187294653,Queens,4
1200290-DCA,Business,03/31/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1900,BROADWAY,,NEW YORK,NY,10023,2125025490,Manhattan,1
0937032-DCA,Business,03/31/2007,DASCO PARKING CORP.,,405,E 63RD ST,,NEW YORK,NY,10065,2122338419,Manhattan,1
0974654-DCA,Business,03/31/2009,NEW YORK CAR PARK INC.,,77,W 55TH ST,,NEW YORK,NY,10019,2122216111,Manhattan,1
0368253-DCA,Business,03/31/2007,JENUWEN CAR PARK INC.,,590,FLATBUSH AVE,,BROOKLYN,NY,11225,2122216111,Brooklyn,3
1099665-DCA,Business,03/31/2009,MARVEL PARKING LTD.,,673,SAINT NICHOLAS AVE,,NEW YORK,NY,10030,6467960960,Manhattan,1
1194188-DCA,Business,03/31/2007,USA PARKING SYSTEM CORP,,2820,BAILEY AVE,,BRONX,NY,10463,9178074411,Bronx,2
1022696-DCA,Business,03/31/2007,80 JOHN PARKING LLC,,80,JOHN ST,,NEW YORK,NY,10038,2123639877,Manhattan,1
0368616-DCA,Business,03/31/2005,"MEYERS PARKING SYSTEM, INC.",,300,E 25TH ST,,NEW YORK,NY,10010,2126296602,Manhattan,1
1117961-DCA,Business,03/31/2005,EAST 158TH PARKING CORPORATION,,85,E 158TH ST,,BRONX,NY,10451,7182924277,Bronx,2
1192993-DCA,Business,03/31/2007,QUIK PARK QUEENSBORO LLC,QUIK PARK INC.,325,W 37TH ST,,NEW YORK,NY,10018,2128322066,Manhattan,1
0978217-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,1,DEKALB AVE,,BROOKLYN,NY,11201,2124636000,Brooklyn,3
1097749-DCA,Business,03/31/2005,"S GOLDEN PARKING GARAGE, INC.",,800,BRADY AVE,,BRONX,NY,10462,7188293655,Bronx,2
0954108-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,150,W 83RD ST,,NEW YORK,NY,10024,2125025490,Manhattan,1
0901626-DCA,Business,03/31/2005,SATELLITE PARKING CORP.,,59,ALLEN ST,,NEW YORK,NY,10002,2127367171,Manhattan,1
0368956-DCA,Business,03/31/2007,BREVOORT PARKING CORP.,,12,W 9TH ST,,NEW YORK,NY,10011,2129999999,Manhattan,1
0999830-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",EDISON PARKING MANAGEMENT,9015,PARSONS BLVD,,JAMAICA,NY,11432,2124636000,Queens,4
1097034-DCA,Business,03/31/2005,"WILLIAMS, BERNARD",BPW PARKING,14,W 126TH ST,,NEW YORK,NY,10027,6466729860,Manhattan,1
1279029-DCA,Business,06/02/2008,L.J. CLENS CORPORATION,,3819,UNION ST,,FLUSHING,NY,11354,7189398945,Queens,4
0959330-DCA,Business,03/31/2007,CONTINENTAL TOWERS PARKING LLC,,301,E 79TH ST,,NEW YORK,NY,10075,2126501936,Manhattan,1
1131404-DCA,Business,03/31/2007,N Y 786 PARKING INC,,339,W 36TH ST,,NEW YORK,NY,10018,3472192408,Manhattan,1
1122482-DCA,Business,03/31/2007,C&B PARKING CORP.,,284,DYCKMAN ST,,NEW YORK,NY,10034,2125677113,Manhattan,1
0736709-DCA,Business,03/31/2009,"KINNEY SYSTEM, INC.",CENTRAL PARKING SYSTEM,71,E 153RD ST,,BRONX,NY,10451,2128894444,Bronx,2
0368877-DCA,Business,03/31/2005,MANHATTAN PARKING EAST 72ND STREET CORP.,,517,E 71ST ST,,NEW YORK,NY,10021,2127556116,Manhattan,1
1216351-DCA,Business,01/24/2007,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1,DEKALB AVE,,BROOKLYN,NY,11201,7186249475,Brooklyn,3
0988463-DCA,Business,03/31/2005,"ALLRIGHT PARKING MANAGEMENT, INC.",CENTRAL PARKING SYSTEM,15,HOYT ST,,BROOKLYN,NY,11201,2124636000,Brooklyn,3
1018245-DCA,Business,03/31/2003,SURE GARAGE CORP.,,61,GRAND ST,,NEW YORK,NY,10013,9736425700,Manhattan,1
1000346-DCA,Business,03/31/2005,"ALLRIGHT PARKING NY, LLC",ALLIED PARKING,23,W 55TH ST,,NEW YORK,NY,10019,9733539250,Manhattan,1
1178263-DCA,Business,03/31/2007,EXACTO PARKING CORP.,,1325,BOSTON RD,,BRONX,NY,10456,7188610321,Bronx,2
0963630-DCA,Business,03/31/2002,"CANDIDO, BATISTA",BATISTA'S PARKING,2080,JEROME AVE,,BRONX,NY,10453,7185617892,Bronx,2
1133678-DCA,Business,03/31/2005,TIMES SQUARE 41ST STREET GARAGE LLC,,242,W 41ST ST,,NEW YORK,NY,10036,2127301777,Manhattan,1
0934096-DCA,Business,03/31/2007,KO HYONG INC.,,3317,47TH AVE,,LONG IS CITY,NY,11101,7187867844,Queens,4
1192248-DCA,Business,03/31/2009,PLAZA 400 PARKING LLC,,400,E 56TH ST,,NEW YORK,NY,10022,2127522884,Manhattan,1
1183456-DCA,Business,11/11/2004,HUDSON RIVER GARAGE 3 LLC,,160,RIVERSIDE BLVD,,NEW YORK,NY,10069,2128322066,Manhattan,1
0887267-DCA,Business,03/31/2009,74TH STREET PARKING LLC,,401,E 74TH ST,,NEW YORK,NY,10021,2125958170,Manhattan,1
1193165-DCA,Business,03/31/2007,NICE PARK 33 LLC,,330,W 145TH ST,,NEW YORK,NY,10039,2122893800,Manhattan,1
1085761-DCA,Business,03/31/2009,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,279,AVENUE C,,NEW YORK,NY,10009,2126749765,Manhattan,1
1183389-DCA,Business,03/31/2021,1955 FIRST PARKING CORP.,,1955,1ST AVE,,NEW YORK,NY,10029,2129963074,Manhattan,1
1196601-DCA,Business,03/31/2009,"KINNEY PARKING SYSTEM, INC.",CENTRAL PARKING SYSTEM,1189,1ST AVE,,NEW YORK,NY,10065,2125025490,Manhattan,1
0697180-DCA,Business,03/31/2005,THE KATZ PARKING    SYSTEM INC,,1,DAG HAMMARSKJOLD PLZ,,NEW YORK,NY,10017,2128894444,Manhattan,1
1188156-DCA,Business,03/31/2007,"GRAND 43 GARAGE, INC.",,250,W 43RD ST,,NEW YORK,NY,10036,7183298900,Manhattan,1
0813176-DCA,Business,03/31/2005,SONAR PARKING CORP.,,50,W 93RD ST,,NEW YORK,NY,10025,2126296602,Manhattan,1
0917598-DCA,Business,03/31/2005,RAPID EAST 79TH ST. CORP.,RAPID PARK INDUSTRIES,422,E 79TH ST,,NEW YORK,NY,10075,2128661000,Manhattan,1
1204362-DCA,Business,03/31/2007,69 FIFTH PARKING LLC,,69,5TH AVE,,NEW YORK,NY,10003,2125691800,Manhattan,1
0916864-DCA,Business,03/31/2009,IRENE PARKING CORP.,IRENE PARKING,333,W 37TH ST,,NEW YORK,NY,10018,2125025491,Manhattan,1
1099518-DCA,Business,03/31/2005,"APCOA/STANDARD PARKING, INC.",,1113,YORK AVE,,NEW YORK,NY,10065,2128882774,Manhattan,1
1029090-DCA,Business,03/31/2001,"DIAZ, SILVERIO",SILVERIO DIAZ CITY COLLEGE PARKING GARAGE,504,W 136TH ST,,NEW YORK,NY,10031,2128622262,Manhattan,1
0949443-DCA,Business,03/31/2005,L & F PARKING CORP.,,525,E 11TH ST,,NEW YORK,NY,10009,2128063164,Manhattan,1
1192924-DCA,Business,12/01/2009,QUIK PARK GARAGE HUDSON II,QUIK PARK INC.,200,RIVERSIDE BLVD,,NEW YORK,NY,10069,2129999999,Manhattan,1
0813177-DCA,Business,03/31/2005,SONAR PARKING CORP.,,70,W 93RD ST,,NEW YORK,NY,10025,2126296602,Manhattan,1
0955730-DCA,Business,03/31/2009,EASY CROSS PARKING CORP.,,225,SAINT NICHOLAS AVE,,NEW YORK,NY,10027,2122223937,Manhattan,1
1247266-DCA,Business,03/31/2009,J & W PARKING INC,,615,JACKSON AVE,,BRONX,NY,10455,7184022150,Bronx,2
1102795-DCA,Business,03/31/2005,SBD PARKING CORP.,,250,W 89TH ST,,NEW YORK,NY,10024,2128742486,Manhattan,1
