DCA License Number,License Type,License Expiration Date,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,License Creation Date,Industry,Detail,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
2028691-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,501,E 87TH ST,,NEW YORK,NY,10128,8605227641,Manhattan,1,2015-09-22,Garage and Parking Lot,"Vehicle Spaces: 66, Bicycle Spaces: 6",108,05,1051312,1015840001,MN32,14402,-73.94627076214475,40.776460864559496,"(40.776460864559496, -73.94627076214475)"
2083909-DCA,Business,2025-03-31,"RELIABLE PARKING, CORP.",,585,E 169TH ST,,BRONX,NY,10456,2124903460,Bronx,2,2019-03-29,Garage,"Vehicle Spaces: 240, Bicycle Spaces: 20",203,16,2129337,2029310105,BX35,149,-73.90286255353183,40.83204061067692,"(40.83204061067692, -73.90286255353183)"
2048152-DCA,Business,2025-03-31,EALGE PARKING GARAGE INC.,,759,EAGLE AVE,,BRONX,NY,10456,3472207660,Bronx,2,2017-02-07,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",201,17,2117692,2026180047,BX34,75,-73.90953947810873,40.81950817438279,"(40.81950817438279, -73.90953947810873)"
2065046-DCA,Business,2025-03-31,DELTA PARKING INC,,240,E 82ND ST,,NEW YORK,NY,10028,929-340-4785,Manhattan,1,2018-01-17,Garage,"Vehicle Spaces: 48, Bicycle Spaces: 0",108,05,1048569,1015270028,MN32,138,-73.95489690644007,40.77581680580157,"(40.77581680580157, -73.95489690644007)"
2110358-DCA,Business,2025-03-31,101 WEST 12TH STREET PARKING CORP.,,101,W 12TH ST,,NEW YORK,NY,10011,2127367171,Manhattan,1,2022-12-27,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",102,03,1010619,1006080039,,,-73.99822826944903,40.736221690248684,"(40.736221690248684, -73.99822826944903)"
2082673-DCA,Business,2025-03-31,SEWARD PARK GARAGE LLC,,413,GRAND ST,,NEW YORK,NY,10002,6465840409,Manhattan,1,2019-02-28,Garage,"Vehicle Spaces: 87, Bicycle Spaces: 9",103,01,1082653,1003150001,MN28,1401,-73.98633551568459,40.71582734941432,"(40.71582734941432, -73.98633551568459)"
2097363-DCA,Business,2025-03-31,MP PIER PARKING LLC,,353,WEST ST,,NEW YORK,NY,10014,2124903460,Manhattan,1,2020-12-30,Garage,"Vehicle Spaces: 3500, Bicycle Spaces: 53",102,03,1012249,1006560001,,,-74.01061852179068,40.72971889143055,"(40.72971889143055, -74.01061852179068)"
2023311-DCA,Business,2025-03-31,PARK KWIK LLC,,60,WATER ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,2015-05-26,Garage,"Vehicle Spaces: 300, Bicycle Spaces: 21",302,33,3398406,3000367504,MN25,9,-73.9916650804965,40.703270568205035,"(40.703270568205035, -73.9916650804965)"
2112371-DCA,Business,2025-03-31,GREENWICH STREET PARKING LLC,,75,PARK PL,AKA 255 GREENWICH STREET,NEW YORK,NY,10007,,Manhattan,1,2023-04-11,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",101,01,1001415,1001270018,,,-74.01137717859234,40.71423289205817,"(40.71423289205817, -74.01137717859234)"
2083819-DCA,Business,2025-03-31,WORTHY PARKING LLC,,841,10TH AVE,,NEW YORK,NY,10019,2124903460,Manhattan,1,2019-03-28,Garage,"Vehicle Spaces: 86, Bicycle Spaces: 9",104,06,1087635,1010840025,MN15,135,-73.9892706556262,40.768156333087376,"(40.768156333087376, -73.9892706556262)"
2106696-DCA,Business,2025-03-31,1939 W FARMS RD PARKING CORP,,1939,W FARMS RD,,BRONX,NY,10460,7183008790,Bronx,2,2022-06-10,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",206,17,2124285,2030167502,,,-73.8805392349303,40.839213541843144,"(40.839213541843144, -73.8805392349303)"
2083823-DCA,Business,2025-03-31,GEM PARKING CORP.,,260,E 188TH ST,,BRONX,NY,10458,,Bronx,2,2019-03-28,Garage,"Vehicle Spaces: 139, Bicycle Spaces: 13",205,15,2013469,2031470050,BX05,39902,-73.89611783592919,40.86091454702431,"(40.86091454702431, -73.89611783592919)"
2032379-DCA,Business,2025-03-31,WEST 161ST PARKING CORP,,519,W 161ST ST,,NEW YORK,NY,10032,6469283465,Manhattan,1,2016-01-12,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 14",112,07,1062874,1021200050,MN36,245,-73.94097206712378,40.835689432967655,"(40.835689432967655, -73.94097206712378)"
2098961-DCA,Business,2025-03-31,1699 NEW YORK AVE PARKING LLC,,3310,AVENUE H,,BROOKLYN,NY,11210,3478663357,Brooklyn,3,2021-05-27,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",317,45,3337329,3075790029,,,-73.94441287613809,40.631843821547065,"(40.631843821547065, -73.94441287613809)"
2110455-DCA,Business,2025-03-31,298 MULBERRY STREET GARAGE LLC,,293,MULBERRY ST,,NEW YORK,NY,10012,64655840409,Manhattan,1,2023-01-03,Garage and Parking Lot,"Vehicle Spaces: 21, Bicycle Spaces: 0",102,01,1007941,1005107502,,,-73.99506815598656,40.72465794451706,"(40.72465794451706, -73.99506815598656)"
2110403-DCA,Business,2025-03-31,601 MURRAY STREET PARKING CORP,,20,RIVER TER,,NEW YORK,NY,10282,2127367171,Manhattan,1,2022-12-29,Garage,"Vehicle Spaces: 41, Bicycle Spaces: 0",101,01,1086174,1000160180,,,-74.01629809190332,40.71694137946177,"(40.71694137946177, -74.01629809190332)"
2110354-DCA,Business,2025-03-31,259 WEST 47TH STREET PARKING CORP.,,259,W 47TH ST,,NEW YORK,NY,10036,2127367171,Manhattan,1,2022-12-27,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",105,03,1024754,1010190008,,,-73.9863914369779,40.759957484359035,"(40.759957484359035, -73.9863914369779)"
1328283-DCA,Business,2025-03-31,RAPID 83 STREET PARKING CORP.,,351,E 83RD ST,,NEW YORK,NY,10028,2127443591,Manhattan,1,2009-08-05,Garage,"Vehicle Spaces: 138, Bicycle Spaces: 14",108,5,1049931,1015460023,MN32,138,-73.95196180432333,40.775425866806785,"(40.775425866806785, -73.95196180432333)"
0731394-DCA,Business,2025-03-31,M H M PARKING LLC,,560,3RD AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,2006-05-16,Garage,"Vehicle Spaces: 300, Bicycle Spaces: 21",106,4,1019099,1008930041,MN20,80,-73.9767109092079,40.74767868405495,"(40.74767868405495, -73.9767109092079)"
0429844-DCA,Business,2025-03-31,AFFILIATED PARKING LLC,,247,MADISON AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8",106,3,0,1000000000,MN20,82,-73.98118179323939,40.75018545635353,"(40.75018545635353, -73.98118179323939)"
1403604-DCA,Business,2025-03-31,1740 PETROLEUM LLC,,1730,JEROME AVE,,BRONX,NY,10453,917-292-0463,Bronx,2,2011-08-15,Garage and Parking Lot,"Vehicle Spaces: 33, Bicycle Spaces:",205,14,0,2000000000,BX41,22701,-73.9126861192797,40.84721299128107,"(40.84721299128107, -73.9126861192797)"
1339252-DCA,Business,2025-03-31,MANHATTAN PARKING WEST 45 STREET CORP,,120,W 45TH ST,,NEW YORK,NY,10036,212-490-3460,Manhattan,1,2009-11-19,Garage,"Vehicle Spaces: 45, Bicycle Spaces:",105,3,1069581,1009970041,MN17,119,-73.9835440868379,40.75711630243213,"(40.75711630243213, -73.9835440868379)"
2110451-DCA,Business,2025-03-31,645 WEST 120TH STREET PARKING CORP.,,480,RIVERSIDE DR,,NEW YORK,NY,10027,2127367171,Manhattan,1,2023-01-03,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",109,07,1081791,1019910032,,,-73.96390391488438,40.81158380938801,"(40.81158380938801, -73.96390391488438)"
1241570-DCA,Business,2025-03-31,MANHATTAN PARKING 110 LLC,,543,W 110TH ST,,NEW YORK,NY,10025,2122227813,Manhattan,1,2009-02-20,Garage,"Vehicle Spaces: 190, Bicycle Spaces: 19",109,8,1088200,1018820502,MN09,199,-73.96508944458581,40.803495473265166,"(40.803495473265166, -73.96508944458581)"
2005454-DCA,Business,2025-03-31,MP 98-41 LLC,,6536,99TH ST,,REGO PARK,NY,11374,7189970630,Queens,4,2014-04-01,Garage and Parking Lot,"Vehicle Spaces: 125, Bicycle Spaces: 13",406,29,4432006,4021040001,QN17,71304,-73.85510245451889,40.72869499698902,"(40.72869499698902, -73.85510245451889)"
2105295-DCA,Business,2025-03-31,119 PARKING LOT CORP.,,2077,SOUTHERN BLVD,,BRONX,NY,10460,9142588393,Bronx,2,2022-04-14,Garage,"Vehicle Spaces: 116, Bicycle Spaces: 12",206,15,2012955,2031080008,,,-73.88479986091377,40.845637752872115,"(40.845637752872115, -73.88479986091377)"
2072507-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY, NJ LLC",507,E 70TH ST,,NEW YORK,NY,10021,7184072575,Manhattan,1,2018-06-04,Garage,"Vehicle Spaces: 175, Bicycle Spaces: 17",108,05,,,MN31,124,-73.95429749291007,40.765383813793406,"(40.765383813793406, -73.95429749291007)"
1126970-DCA,Business,2025-03-31,CHURCH STREET PARKING LLC,,110,CHURCH ST,,NEW YORK,NY,10007,2126869800,Manhattan,1,2006-05-17,Garage,"Vehicle Spaces: 88, Bicycle Spaces: 9",101,1,1001410,1001260027,MN24,21,-74.00920190051436,40.713341039025025,"(40.713341039025025, -74.00920190051436)"
2096850-DCA,Business,2025-03-31,MP FORDHAM PARKING LLC,,696,E FORDHAM RD,,BRONX,NY,10458,2124903460,Bronx,2,2020-11-04,Garage and Parking Lot,"Vehicle Spaces: 98, Bicycle Spaces: 9",206,15,2094659,2030910073,,,-73.88230994576195,40.857684497836054,"(40.857684497836054, -73.88230994576195)"
2110441-DCA,Business,2025-03-31,211 NORTH END AVENUE PARKING CORP.,,201,MURRAY ST,,NEW YORK,NY,10282,2127367171,Manhattan,1,2022-12-29,Garage,"Vehicle Spaces: 25, Bicycle Spaces: 0",101,01,1088316,1000160003,,,-74.01626184476872,40.71623049163849,"(40.71623049163849, -74.01626184476872)"
2048149-DCA,Business,2025-03-31,EZ PARKING GARAGE INC,,870,JENNINGS ST,,BRONX,NY,10459,3472207660,Bronx,2,2017-02-07,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",203,17,2118406,2029767502,BX75,123,-73.8924149783469,40.832426576650235,"(40.832426576650235, -73.8924149783469)"
2085375-DCA,Business,2025-03-31,345 Sheffield Parking LLC,,345,SHEFFIELD AVE,,BROOKLYN,NY,11207,,Brooklyn,3,2019-05-02,Garage,"Vehicle Spaces: 68, Bicycle Spaces: 7",305,42,3391591,3037717501,BK85,1156,-73.89601370605337,40.66855192444431,"(40.66855192444431, -73.89601370605337)"
2106765-DCA,Business,2025-03-31,MP WEST 63 PARKING LLC,,1886,BROADWAY,1886-1896 BROADWAY,NEW YORK,NY,10023,2124903460,Manhattan,1,2022-06-14,Garage and Parking Lot,"Vehicle Spaces: 75, Bicycle Spaces: 8",107,06,1027463,1011157503,,,-73.98213629361037,40.77083980344637,"(40.77083980344637, -73.98213629361037)"
2028692-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,525,E 72ND ST,,NEW YORK,NY,10021,8605227641,Manhattan,1,2015-09-22,Garage and Parking Lot,"Vehicle Spaces: 146, Bicycle Spaces: 20",108,05,1000000,1014840016,MN31,124,-73.95313421795154,40.766602011768384,"(40.766602011768384, -73.95313421795154)"
1076044-DCA,Business,2025-03-31,"WATERVIEW PARKING, INC.",,180,E END AVE,,NEW YORK,NY,10128,2126509320,Manhattan,1,2001-03-29,Garage,"Vehicle Spaces: 115, Bicycle Spaces: 11",108,5,1051349,1015850023,MN32,14402,-73.94372897013712,40.77638279869905,"(40.77638279869905, -73.94372897013712)"
2074988-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY,NJ  LLC",420,E 20TH ST,,NEW YORK,NY,10009,8605227641,Manhattan,1,2018-07-03,Garage,"Vehicle Spaces: 510, Bicycle Spaces: 23",106,04,1082866,1009720001,MN50,44,-73.97870373393607,40.7343917289481,"(40.7343917289481, -73.97870373393607)"
2074959-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY, NJ LLC",325,AVENUE C,,NEW YORK,NY,10009,8605227641,Manhattan,1,2018-07-03,Garage,"Vehicle Spaces: 210, Bicycle Spaces: 21",106,04,1082851,1009720001,MN50,44,-73.9743456988601,40.73229384830371,"(40.73229384830371, -73.9743456988601)"
2048766-DCA,Business,2025-03-31,EAGLE PARKING GARAGE INC,,775,EAGLE AVE,,BRONX,NY,10456,3472207660,Bronx,2,2017-02-27,Garage,"Vehicle Spaces: 77, Bicycle Spaces: 8",201,17,2116966,2026180043,BX34,75,-73.90944885242678,40.819730425545224,"(40.819730425545224, -73.90944885242678)"
2105998-DCA,Business,2025-03-31,PREMIER PARKING LLC,,203,E 61ST ST,,NEW YORK,NY,10065,2126869800,Manhattan,1,2022-05-13,Garage,"Vehicle Spaces: 131, Bicycle Spaces: 13",108,04,1043780,1014167501,,,-73.96529495231053,40.76265663285229,"(40.76265663285229, -73.96529495231053)"
2112661-DCA,Business,2025-03-31,CHAMPION PARKING 70 LLC,,155,W 70TH ST,,NEW YORK,NY,10023,2123085959,Manhattan,1,2023-04-20,Garage,"Vehicle Spaces: 43, Bicycle Spaces: 0",107,06,1029749,1011427502,,,-73.98143061899712,40.77682322097574,"(40.77682322097574, -73.98143061899712)"
2102934-DCA,Business,2025-03-31,3306 PARKING CORP,GACHAS PARKING,3306,88TH ST,,JACKSON HEIGHTS,NY,11372,,Queens,4,2021-12-03,Garage,"Vehicle Spaces: 89, Bicycle Spaces: 9",403,25,4035342,4014350001,,,-73.87973594209772,40.75579211674567,"(40.75579211674567, -73.87973594209772)"
1182385-DCA,Business,2025-03-31,MANHATTAN PARKING GRAMERCY CORP.,,32,GRAMERCY PARK S,,NEW YORK,NY,10003,2124903460,Manhattan,1,2004-10-12,Garage,"Vehicle Spaces: 38, Bicycle Spaces:",106,2,1017928,1008750047,MN21,50,-73.98464602269662,40.7370111691693,"(40.7370111691693, -73.98464602269662)"
1425382-DCA,Business,2025-03-31,34 NORTH 7TH PARKING CORP.,,34,N 7TH ST,,BROOKLYN,NY,11249,2127367171,Brooklyn,3,2013-03-15,Garage,"Vehicle Spaces: 142, Bicycle Spaces: 14",301,33,3397391,3023240502,BK73,555,-73.96176714957835,40.72035066594528,"(40.72035066594528, -73.96176714957835)"
2016406-DCA,Business,2025-03-31,SJS 39 AVENUE PARKING LLC,,3907,PRINCE ST,,FLUSHING,NY,11354,718-886-4035,Queens,4,2014-12-12,Garage and Parking Lot,"Vehicle Spaces: 126, Bicycle Spaces: 13",407,20,4112321,4049767501,QN22,871,-73.8322546483142,40.75954247287371,"(40.75954247287371, -73.8322546483142)"
2109643-DCA,Business,2025-03-31,PARKLEX GARAGE LLC,,345,PARK AVE,,NEW YORK,NY,10154,212-4903460,Manhattan,1,2022-11-03,Garage and Parking Lot,"Vehicle Spaces: 150, Bicycle Spaces: 15",105,04,1036460,1013060001,,,-73.97324563258901,40.75817109769819,"(40.75817109769819, -73.97324563258901)"
2105562-DCA,Business,2025-03-31,1872 E TREMONT PARKING CORP,,1872,E TREMONT AVE,,BRONX,NY,10460,3478674915,Bronx,2,2022-04-26,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",209,18,2028719,2039270008,,,-73.86485446651118,40.84099127200704,"(40.84099127200704, -73.86485446651118)"
2068189-DCA,Business,2025-03-31,AMP VALET PARKING INC.,,5423,8TH AVE,,BROOKLYN,NY,11220,7182882213,Brooklyn,3,2018-03-22,Garage,"Vehicle Spaces: 41, Bicycle Spaces: 0",312,38,3139109,3056720001,BK34,106,-74.00621181160929,40.638699845627876,"(40.638699845627876, -74.00621181160929)"
2030917-DCA,Business,2025-03-31,UPTOWN PARKING CORP.,,6,W 137TH ST,,NEW YORK,NY,10037,2124903460,Manhattan,1,2015-11-30,Garage,"Vehicle Spaces: 128, Bicycle Spaces: 13",110,09,,,MN03,212,-73.93725919952378,40.81427319488306,"(40.81427319488306, -73.93725919952378)"
2072375-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,528,E 20TH ST,,NEW YORK,NY,10009,7184072575,Manhattan,1,2018-06-01,Garage,"Vehicle Spaces: 320, Bicycle Spaces: 21",106,04,1082862,1009720001,MN50,44,-73.9763009614079,40.73336746628165,"(40.73336746628165, -73.9763009614079)"
2072506-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY, NJ LLC",426,E 71ST ST,,NEW YORK,NY,10021,7184072575,Manhattan,1,2018-06-04,Garage,"Vehicle Spaces: 174, Bicycle Spaces: 17",108,05,1045818,1014650021,MN31,124,-73.9557441640875,40.76679243101591,"(40.76679243101591, -73.9557441640875)"
2095759-DCA,Business,2025-03-31,1065 PARK AVENUE GARAGE LLC,,111,E 87TH ST,,NEW YORK,NY,10128,6465740045,Manhattan,1,2020-05-27,Garage,"Vehicle Spaces: 30, Bicycle Spaces: 0",108,04,1048042,1015160005,,,-73.95612855265783,40.780620570320856,"(40.780620570320856, -73.95612855265783)"
1192930-DCA,Business,2025-03-31,QUIK PARK SWIFT LLC,,140,E 56TH ST,,NEW YORK,NY,10022,2128322066,Manhattan,1,2013-03-01,Garage,"Vehicle Spaces: 50, Bicycle Spaces:",106,4,1036625,1013100502,MN19,100,-73.9693535819049,40.76012713066171,"(40.76012713066171, -73.9693535819049)"
2106184-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,101,W 23RD ST,,NEW YORK,NY,10011,7184072575,Manhattan,1,2022-05-20,Garage,"Vehicle Spaces: 140, Bicycle Spaces: 14",104,3,1014954,1007990035,,,-73.9932263107281,40.74309710770874,"(40.74309710770874, -73.9932263107281)"
2101911-DCA,Business,2025-03-31,JP PARKING III CORP.,,4469,BROADWAY,,NEW YORK,NY,10040,2018000358,Manhattan,1,2021-10-04,Garage,"Vehicle Spaces: 60, Bicycle Spaces: 6",112,10,1064467,1021800513,,,-73.93224783980567,40.85746662921292,"(40.85746662921292, -73.93224783980567)"
2103444-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,1000,5TH AVE,,NEW YORK,NY,10028,7184072575,Manhattan,1,2022-01-12,Garage,"Vehicle Spaces: 460, Bicycle Spaces: 23",164,06,1083810,1011110001,,,-73.96254609596876,40.77863290127972,"(40.77863290127972, -73.96254609596876)"
2083254-DCA,Business,2025-03-31,SKY PARKING CORP.,,121,READE ST,,NEW YORK,NY,10013,212-490-3460,Manhattan,1,2019-03-15,Garage,"Vehicle Spaces: 89, Bicycle Spaces: 9",101,01,1085521,1001400005,MN24,21,-74.00945482122404,40.71629163664359,"(40.71629163664359, -74.00945482122404)"
2022433-DCA,Business,2025-03-31,SP PLUS CORPORATION,,200,CENTRAL PARK W,,NEW YORK,NY,10024,2125025490,Manhattan,1,2015-05-08,Garage,"Vehicle Spaces: 424, Bicycle Spaces: 22",107,06,1083846,1011300001,MN12,165,-73.97225418170498,40.781311764946494,"(40.781311764946494, -73.97225418170498)"
2102781-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,120,LENOX AVE,,NEW YORK,NY,10026,7184072575,Manhattan,1,2021-11-23,Garage,"Vehicle Spaces: 273, Bicycle Spaces: 21",110,09,1085936,1016007501,,,-73.94956943413864,40.80216128101186,"(40.80216128101186, -73.94956943413864)"
2081211-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY LLC,140,RIVERSIDE BLVD,,NEW YORK,NY,10069,7184072575,Manhattan,1,2019-01-08,Garage,"Vehicle Spaces: 41, Bicycle Spaces: 0",107,06,1086066,1011710133,MN14,155,-73.98891534495534,40.777268831401315,"(40.777268831401315, -73.98891534495534)"
1127867-DCA,Business,2025-03-31,1330 SIXTH PARKING LLC,,57,W 53RD ST,,NEW YORK,NY,10019,2126869800,Manhattan,1,2006-05-11,Garage,"Vehicle Spaces: 225, Bicycle Spaces: 20",105,04,1034522,1012690001,,,-73.97826191001097,40.76144663291512,"(40.76144663291512, -73.97826191001097)"
2059538-DCA,Business,2025-03-31,58W58 PARKING LLC,,58,W 58TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1,2017-10-18,Garage and Parking Lot,"Vehicle Spaces: 76, Bicycle Spaces: 8",105,04,1035078,1012737501,MN17,11201,-73.97551013823026,40.76449274511101,"(40.76449274511101, -73.97551013823026)"
2114138-DCA,Business,2025-03-31,EMERAL PARKING CORP,,1600,SEDGWICK AVE,,BRONX,NY,10453,6466395152,Bronx,2,2023-06-05,Garage,"Vehicle Spaces: 178, Bicycle Spaces: 0",205,14,2092067,2028800029,,,-73.92394739647354,40.848351784418206,"(40.848351784418206, -73.92394739647354)"
0982918-DCA,Business,2025-03-31,331 50TH ST. PARKING CORP.,,336,W 51ST ST,,NEW YORK,NY,10019,9179390977,Manhattan,1,1998-04-17,Garage,"Vehicle Spaces: 124, Bicycle Spaces: 12",104,3,1025183,1010410050,MN15,133,-73.98703327613569,40.76348729793398,"(40.76348729793398, -73.98703327613569)"
2046301-DCA,Business,2025-03-31,ASTORIA CENTRAL PARKING LLC,,3157,31ST ST,,ASTORIA,NY,11106,7544447275,Queens,4,2016-12-08,Garage,"Vehicle Spaces: 112, Bicycle Spaces: 11",401,22,4000000,4006130012,QN70,61,-73.92450687669982,40.76303785796552,"(40.76303785796552, -73.92450687669982)"
2081581-DCA,Business,2025-03-31,MP BETH PARKING LLC,,400,E 84TH ST,,NEW YORK,NY,10028,2124903476,Manhattan,1,2019-01-23,Garage,"Vehicle Spaces: 63, Bicycle Spaces: 6",108,05,1085139,1015630004,MN32,136,-73.95000490395303,40.775411310681285,"(40.775411310681285, -73.95000490395303)"
2114113-DCA,Business,2025-03-31,209 S PORTLAND CORP,GACHAS PARKING,209,S PORTLAND AVE,,BROOKLYN,NY,11217,,Brooklyn,3,2023-06-05,Garage,"Vehicle Spaces: 45, Bicycle Spaces: 11",302,35,3397489,3020047501,,,-73.97378768881778,40.68322558357628,"(40.68322558357628, -73.97378768881778)"
2026148-DCA,Business,2025-03-31,GEMAT PARKING CORP.,,233,E 69TH ST,,NEW YORK,NY,10021,2124220423,Manhattan,1,2015-07-24,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",108,04,1072223,1014247501,MN31,126,-73.96067524375098,40.767258080865965,"(40.767258080865965, -73.96067524375098)"
0904077-DCA,Business,2025-03-31,"FIELD LAGUARDIA ASSOCIATES, INC.",HOLIDAY INN CROWN PLAZA,10404,DITMARS BLVD,,EAST ELMHURST,NY,11369,7184576300,Queens,4,1995-03-30,Garage and Parking Lot,"Vehicle Spaces: 290, Bicycle Spaces: 20",403,21,4312893,4016400025,QN27,357,-73.86656995635967,40.76771452006577,"(40.76771452006577, -73.86656995635967)"
2090586-DCA,Business,2025-03-31,A & J PARKING LLC,,1035,ANDERSON AVE,,BRONX,NY,10452,9143143157,Bronx,2,2019-09-17,Garage,"Vehicle Spaces: 27, Bicycle Spaces: 0",204,08,2003143,2025080031,BX26,189,-73.92646534795769,40.833227323231135,"(40.833227323231135, -73.92646534795769)"
2110929-DCA,Business,2025-03-31,100 LENOX RD INC,NEW YORK PARKING GROUP,100,LENOX RD,,BROOKLYN,NY,11226,9176643792,Brooklyn,3,2023-02-07,Garage,"Vehicle Spaces: 48, Bicycle Spaces: 0",314,40,3253056,3050830050,,,-73.956658880993,40.65373875359409,"(40.65373875359409, -73.956658880993)"
2074961-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC","LAZ PARKING NY,NJ LLC",251,AVENUE C,,NEW YORK,NY,10009,7184072575,Manhattan,1,2018-07-03,Garage,"Vehicle Spaces: 580, Bicycle Spaces: 24",106,04,1082726,1009720001,MN50,44,-73.97523806654134,40.72921991781215,"(40.72921991781215, -73.97523806654134)"
2072367-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,279,AVENUE C,,NEW YORK,NY,10009,7184072575,Manhattan,1,2018-06-01,Garage,"Vehicle Spaces: 312, Bicycle Spaces: 21",106,04,1082848,1009720001,MN50,44,-73.97462437688132,40.730070658454395,"(40.730070658454395, -73.97462437688132)"
1130687-DCA,Business,2025-03-31,165 EAST PARKING CORP.,,165,E 72ND ST,,NEW YORK,NY,10021,2127367171,Manhattan,1,2003-01-21,Garage,"Vehicle Spaces: 59, Bicycle Spaces: 6",108,4,1042850,1014070033,MN40,128,-73.96149668214204,40.770134846285615,"(40.770134846285615, -73.96149668214204)"
2094049-DCA,Business,2025-03-31,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,15902,JAMAICA AVE,,JAMAICA,NY,11432,7184072575,Queens,4,2020-01-30,Garage,"Vehicle Spaces: 351, Bicycle Spaces: 21",412,27,4215612,4101000001,,,-73.8000262841047,40.70340182758302,"(40.70340182758302, -73.8000262841047)"
