DCA License Number,License Expiration Date,License Creation Date,Industry,Detail,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Longitude,Latitude,Location
1360570-DCA,08/17/2023,06/29/2010,Garage,"Vehicle Spaces: 47, Bicycle Spaces:",PARK 115TH LLC,,2131,FREDERICK DOUGLASS BLVD,,NEW YORK,NY,10026,2129799815,Manhattan,1,110,9,1088733,1018480503,MN11,20102,-73.95576284196224,40.80389300147865,"(40.80389300147865, -73.95576284196224)"
2105251-DCA,08/17/2023,04/13/2022,Garage,"Vehicle Spaces: 2583, Bicycle Spaces: 44",SP PLUS CORPORATION,,4028,COLLEGE POINT BLVD,,FLUSHING,NY,11354,2123217542,Queens,4,407,20,4539469,4050667503,,,-73.83374937483372,40.75652267053862,"(40.75652267053862, -73.83374937483372)"
2113655-DCA,08/09/2023,05/23/2023,Garage and Parking Lot,"Vehicle Spaces: 1450, Bicycle Spaces: 20",SP Plus Corporation,,8801,QUEENS BLVD,,ELMHURST,NY,11373,212-321-7542,Queens,4,404,25,4437281,4018437501,,,-73.87528440236768,40.735149591323975,"(40.735149591323975, -73.87528440236768)"
2113661-DCA,03/31/2025,05/23/2023,Garage,"Vehicle Spaces: 195, Bicycle Spaces: 20",22ND AND SIXTH PARKING LLC,,60,W 23RD ST,AKA 56-76 WEST 23RD STREET,NEW YORK,NY,10010,212-686-9800,Manhattan,1,105,03,1086050,1008240011,,,-73.99142923577988,40.74232022359292,"(40.74232022359292, -73.99142923577988)"
2105165-DCA,08/17/2023,04/08/2022,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 11",ASTORIA PARKING MANAGEMENT LLC,ASTORIA PARKING MANAGEMENT,3422,35TH ST,,ASTORIA,NY,11106,7185457275,Queens,4,401,26,4618091,4006420036,,,-73.92444433907497,40.75770477826831,"(40.75770477826831, -73.92444433907497)"
2097362-DCA,03/31/2025,12/30/2020,Garage,"Vehicle Spaces: 68, Bicycle Spaces: 7",PLATINUM PLUS PARKING LLC,,350,E 30TH ST,,NEW YORK,NY,10016,,Manhattan,1,106,02,1020634,1009357501,,,-73.97574235303075,40.74143417808686,"(40.74143417808686, -73.97574235303075)"
2042320-DCA,08/07/2023,08/11/2016,Garage,"Vehicle Spaces: 285, Bicycle Spaces: 21",MTP 57 LLC,,625,W 57TH ST,,NEW YORK,NY,10019,2125755777,Manhattan,1,104,06,1089709,1011057501,MN15,135,-73.99305378723928,40.77101389742397,"(40.77101389742397, -73.99305378723928)"
2059559-DCA,03/31/2025,10/18/2017,Garage,"Vehicle Spaces: 206, Bicycle Spaces: 20",IMPERIAL PARKING (US) LLC,,97,CHARLES ST,AKA 100-102 PERRY STREET,NEW YORK,NY,10014,3472733569,Manhattan,1,102,03,1011238,1006210027,MN23,73,-74.0053331021168,40.73457747313493,"(40.73457747313493, -74.0053331021168)"
2109500-DCA,03/31/2025,10/24/2022,Garage,"Vehicle Spaces: 47, Bicycle Spaces: 0",ALPHA PARKING INC,,144,E 17TH ST,,NEW YORK,NY,10003,6466008384,Manhattan,1,106,02,1017822,1008720035,,,-73.98687631618029,40.73565004743129,"(40.73565004743129, -73.98687631618029)"
1016447-DCA,03/31/2025,08/11/1999,Garage,"Vehicle Spaces: 224, Bicycle Spaces: 20",PARADISE GARAGE CORP.,,6260,99TH ST,,REGO PARK,NY,11374,2127367171,Queens,4,406,24,4050421,4020860040,QN18,71701,-73.85756012999359,40.733468453882224,"(40.733468453882224, -73.85756012999359)"
1113944-DCA,03/31/2025,07/01/2002,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8","56-57 HOLDING, LLC",,408,W 57TH ST,,NEW YORK,NY,10019,2129299404,Manhattan,1,104,6,1026870,1010660037,MN15,139,-73.9863067278738,40.76815876369282,"(40.76815876369282, -73.9863067278738)"
2109682-DCA,03/31/2025,11/07/2022,Garage,"Vehicle Spaces: 52, Bicycle Spaces: 5",ATHENA PARKING INC,,219,E 69TH ST,,NEW YORK,NY,10021,6466008384,Manhattan,1,108,04,1043906,1014240010,,,-73.96082322207336,40.76731851558099,"(40.76731851558099, -73.96082322207336)"
2019880-DCA,03/31/2025,03/23/2015,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",GMH PARK INC,,1326,SPOFFORD AVE,,BRONX,NY,10474,9172140583,Bronx,2,202,17,,,BX27,117,-73.88520747491044,40.81468874440961,"(40.81468874440961, -73.88520747491044)"
2019798-DCA,03/31/2025,03/20/2015,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",SP PLUS CORPORATION,,18,MORTON ST,,NEW YORK,NY,10014,2125025490,Manhattan,1,102,03,1009929,1005860077,MN23,67,-74.00376690228312,40.73126187183866,"(40.73126187183866, -74.00376690228312)"
2110380-DCA,03/31/2025,12/28/2022,Garage,"Vehicle Spaces: 154, Bicycle Spaces: 16",TENG RUI PARKING LOT II INC,,5521,8TH AVE,,BROOKLYN,NY,11220,9176503933,Brooklyn,3,312,38,3425096,3056797502,,,-74.0067846543328,40.638145366395065,"(40.638145366395065, -74.0067846543328)"
2087956-DCA,03/31/2025,07/05/2019,Garage,"Vehicle Spaces: 105, Bicycle Spaces: 11",FLUSHING EZ PARKING INC.,,13203,SANFORD AVE,,FLUSHING,NY,11355,9178152555,Queens,4,407,20,4114205,4050407501,QN22,849,-73.83282244156646,40.754800370534824,"(40.754800370534824, -73.83282244156646)"
2057385-DCA,03/31/2025,08/23/2017,Garage,"Vehicle Spaces: 35, Bicycle Spaces: 0",PROTO PARKING INC,,250,E 39TH ST,,NEW YORK,NY,10016,6462092694,Manhattan,1,106,04,1020359,1009190034,MN20,78,-73.97441894985758,40.74826008452696,"(40.74826008452696, -73.97441894985758)"
1431627-DCA,03/31/2025,05/25/2012,Garage,"Vehicle Spaces: 180, Bicycle Spaces: 18",AD PARKING INC.,,1140,TIFFANY ST,,BRONX,NY,10459,7189939003,Bronx,2,202,17,2117646,2027180017,BX35,125,-73.89494610087091,40.826848903146555,"(40.826848903146555, -73.89494610087091)"
2082736-DCA,03/31/2025,03/01/2019,Garage,"Vehicle Spaces: 225, Bicycle Spaces: 20",ABM INDUSTRY GROUPS LLC,ABM PARKING SERVICES,17,E 54TH ST,,NEW YORK,NY,10022,9145255897,Manhattan,1,105,04,1081153,1012900006,MN17,102,-73.97448276692938,40.76067458494577,"(40.76067458494577, -73.97448276692938)"
2088136-DCA,03/31/2025,07/11/2019,Garage,"Vehicle Spaces: 157, Bicycle Spaces: 16",19 INDIA FEE OWNER LLC,,19,INDIA ST,,BROOKLYN,NY,11222,212-484-0050,Brooklyn,3,301,33,3426061,3025307501,BK76,563,-73.96029927103385,40.731798551174954,"(40.731798551174954, -73.96029927103385)"
2110270-DCA,03/31/2025,12/15/2022,Garage,"Vehicle Spaces: 83, Bicycle Spaces: 8",3050 MP PARKING INC,,3050,CORLEAR AVE,,BRONX,NY,10463,7185817841,Bronx,2,208,11,2122918,2057097501,,,-73.90831487186115,40.87969311358743,"(40.87969311358743, -73.90831487186115)"
2003025-DCA,03/31/2025,01/29/2014,Garage,"Vehicle Spaces: 48, Bicycle Spaces: 48",Union Operating LLC,,544,UNION AVE,,BROOKLYN,NY,11215,212-575-5335,Brooklyn,3,306,39,3323369,3004400027,,,-73.98613403468238,40.678608280854554,"(40.678608280854554, -73.98613403468238)"
0367613-DCA,03/31/2025,03/25/1997,Garage,"Vehicle Spaces: 27, Bicycle Spaces:",THE BERGER'S PARKING CORPORATION,196 GARAGE,196,E 75TH ST,,NEW YORK,NY,10021,2125358291,Manhattan,1,108,4,1043090,1014090040,MN40,128,-73.9594775321567,40.77181118970066,"(40.77181118970066, -73.9594775321567)"
1182190-DCA,03/31/2025,10/07/2004,Garage,"Vehicle Spaces: 46, Bicycle Spaces:",MANHATTAN PARKING EAST 48TH STREET CORP.,,141,E 48TH ST,,NEW YORK,NY,10017,2124903460,Manhattan,1,106,04,1036233,1013037501,,,-73.97283901234444,40.75506944048477,"(40.75506944048477, -73.97283901234444)"
2016568-DCA,03/31/2025,12/17/2014,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 6",515 NINTH AVENUE PARKING INC,,511,9TH AVE,,NEW YORK,NY,10018,212-736-7171,Manhattan,1,104,03,1012987,1007367501,MN15,115,-73.99431866125,40.756129229479534,"(40.756129229479534, -73.99431866125)"
1343881-DCA,03/31/2025,01/28/2010,Garage,"Vehicle Spaces: 661, Bicycle Spaces: 24",SEAPORT PARKING LLC,,80,BEEKMAN ST,,NEW YORK,NY,10038,2126869800,Manhattan,1,101,1,1083347,1000940001,MN25,1501,-74.00392793850338,40.70869445703706,"(40.70869445703706, -74.00392793850338)"
2002574-DCA,03/31/2025,01/14/2014,Garage and Parking Lot,"Vehicle Spaces: 298, Bicycle Spaces: 29","CHOY & C GROUP, INC.",Easy Parking,4235,MAIN ST,,FLUSHING,NY,11355,,Queens,4,407,20,4592106,4051357502,QN22,853,-73.82790004041064,40.754469240916194,"(40.754469240916194, -73.82790004041064)"
2088364-DCA,03/31/2025,07/17/2019,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",MP EAST 26 LLC,,444,2ND AVE,,NEW YORK,NY,10010,2124903460,Manhattan,1,106,02,1078833,1009310001,MN20,66,-73.97984969015599,40.73931053229141,"(40.73931053229141, -73.97984969015599)"
1130472-DCA,03/31/2025,01/16/2003,Garage,"Vehicle Spaces: 95, Bicycle Spaces: 9",METROPOLITAN STORAGE CORP.,,1901,1ST AVE,,NEW YORK,NY,10029,2124903460,Manhattan,1,111,8,1083929,1016690001,MN33,15602,-73.94377983866669,40.78455664690754,"(40.78455664690754, -73.94377983866669)"
1135076-DCA,03/31/2025,02/17/2011,Garage,"Vehicle Spaces: 169, Bicycle Spaces: 16",WEST PLAZA GARAGE LLC,,500,2ND AVE,,NEW YORK,NY,10016,212-686-9800,Manhattan,1,106,2,1082734,1009340001,MN20,66,-73.97853919576679,40.741110852575645,"(40.741110852575645, -73.97853919576679)"
2101209-DCA,03/31/2025,08/30/2021,Garage,"Vehicle Spaces: 27, Bicycle Spaces: 0",69 EAST 80TH STREET PARKING CORP.,,69,E 80TH ST,,NEW YORK,NY,10075,2127367171,Manhattan,1,108,04,1046627,1014920036,,,-73.95970593346183,40.77620834051457,"(40.77620834051457, -73.95970593346183)"
2095920-DCA,03/31/2025,07/06/2020,Garage,"Vehicle Spaces: 103, Bicycle Spaces: 10",230 EAST 44TH STREET GARAGE LLC,,228,E 44TH ST,,NEW YORK,NY,10017,6465840409,Manhattan,1,106,04,1037565,1013170030,,,-73.97272487934882,40.75172631231741,"(40.75172631231741, -73.97272487934882)"
2110467-DCA,03/31/2025,01/03/2023,Garage and Parking Lot,"Vehicle Spaces: 200, Bicycle Spaces: 20",THOMSON AVENUE GARAGE LLC,,2728,THOMSON AVE,,LONG ISLAND CITY,NY,11101,646-584-0409,Queens,4,402,26,4000697,4000827501,,,-73.94202938810588,40.74619526443481,"(40.74619526443481, -73.94202938810588)"
1346726-DCA,03/31/2025,03/08/2010,Garage,"Vehicle Spaces: 94, Bicycle Spaces: 9",SP PLUS CORPORATION,,12610,QUEENS BLVD,,KEW GARDENS,NY,11415,2125025490,Queens,4,409,29,4206486,4096310241,QN60,216,-73.82517843472603,40.711877452781955,"(40.711877452781955, -73.82517843472603)"
2105515-DCA,03/31/2025,04/25/2022,Garage,"Vehicle Spaces: 125, Bicycle Spaces: 13",MP 59 PARKING LLC,,124,W 60TH ST,,NEW YORK,NY,10023,2124903460,Manhattan,1,107,03,1028827,1011317502,,,-73.98523044573439,40.77023090945557,"(40.77023090945557, -73.98523044573439)"
2096250-DCA,03/31/2025,08/21/2020,Garage and Parking Lot,"Vehicle Spaces: 100, Bicycle Spaces: 10",MP 2909 LLC,,2740,HOYT AVE S,,ASTORIA,NY,11102,2124903460,Queens,4,401,22,4537921,4008390001,,,-73.91979982147384,40.77185627760377,"(40.77185627760377, -73.91979982147384)"
2088361-DCA,03/31/2025,07/17/2019,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",BPC WEBSTER INC,,2355,WEBSTER AVE,,BRONX,NY,10458,6468335229,Bronx,2,205,15,2011055,2030240069,BX40,38302,-73.89461529641314,40.85776501166038,"(40.85776501166038, -73.89461529641314)"
2103431-DCA,03/31/2025,01/12/2022,Garage,"Vehicle Spaces: 150, Bicycle Spaces: 15","NEW 12TH STREET GARAGE, LLC",,110,UNIVERSITY PL,,NEW YORK,NY,10003,2125368358,Manhattan,1,102,02,1009386,1005707503,,,-73.99249472023192,40.73428366340385,"(40.73428366340385, -73.99249472023192)"
2045376-DCA,03/31/2025,11/07/2016,Garage,"Vehicle Spaces: 143, Bicycle Spaces: 14",CHELSEA 29 PARKING LLC,,525,W 28TH ST,,NEW YORK,NY,10001,2126869800,Manhattan,1,104,03,1089395,1007000009,MN13,99,-74.00306784659186,40.75133700185481,"(40.75133700185481, -74.00306784659186)"
2097822-DCA,10/09/2023,02/25/2021,Garage,"Vehicle Spaces: 227, Bicycle Spaces: 20",615 WEST 59TH STREET PARKING CORP,,1,W END AVE,,NEW YORK,NY,10023,2127367171,Manhattan,1,107,06,1088869,1011717511,,,-73.99039650762118,40.771710870315445,"(40.771710870315445, -73.99039650762118)"
2106166-DCA,03/31/2025,05/19/2022,Garage,"Vehicle Spaces: 208, Bicycle Spaces: 20",REALPRO PARKING LLC,,330,E 39TH ST,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,04,1021923,1009440010,,,-73.97235853623522,40.74738677841604,"(40.74738677841604, -73.97235853623522)"
2097040-DCA,03/31/2025,11/25/2020,Garage,"Vehicle Spaces: 14, Bicycle Spaces: 0",MP 445 LAFAYETTE LLC,,445,LAFAYETTE ST,,NEW YORK,NY,10003,2124903460,Manhattan,1,102,02,1087152,1005447502,,,-73.99180613225192,40.72941442162581,"(40.72941442162581, -73.99180613225192)"
0973517-DCA,03/31/2025,08/03/1999,Garage,"Vehicle Spaces: 20, Bicycle Spaces:","WARREN, DOYLE J",,480,11TH ST,,BROOKLYN,NY,11215,7187880927,Brooklyn,3,306,39,3023016,3010240036,BK37,151,-73.98314844169919,40.665957210597895,"(40.665957210597895, -73.98314844169919)"
2096740-DCA,03/31/2025,10/26/2020,Garage,"Vehicle Spaces: 190, Bicycle Spaces: 19",SP PLUS CORPORATION,,41,BLUE SLIP,,BROOKLYN,NY,11222,212-321-7538,Brooklyn,3,301,33,3418262,3024720050,,,-73.95941644966935,40.735783626591854,"(40.735783626591854, -73.95941644966935)"
2101988-DCA,03/31/2025,10/06/2021,Parking Lot,"Vehicle Spaces: 42, Bicycle Spaces: 0",NEW BRIDGE VIEW AUTO SERVICES INC.,,26,FORSYTH ST,,NEW YORK,NY,10002,2122266465,Manhattan,1,103,01,1079630,1002920007,,,-73.99465040849218,40.71524340201762,"(40.71524340201762, -73.99465040849218)"
0429461-DCA,03/31/2025,05/11/2006,Garage,"Vehicle Spaces: 55, Bicycle Spaces: 5",1056 5TH AVE. PARKING LLC,,1056,5TH AVE,,NEW YORK,NY,10028,2126869800,Manhattan,1,108,4,1046861,1014980069,MN40,15002,-73.95998762500565,40.78210687661083,"(40.78210687661083, -73.95998762500565)"
2083029-DCA,03/31/2025,03/11/2019,Garage,"Vehicle Spaces: 47, Bicycle Spaces: 0",35 PARK AVENUE GARAGE LLC,,35,PARK AVE,,NEW YORK,NY,10016,6465840409,Manhattan,1,106,04,1018885,1008910003,MN20,80,-73.98050023719544,40.74821461387969,"(40.74821461387969, -73.98050023719544)"
1026543-DCA,03/31/2025,01/31/2000,Parking Lot,"Vehicle Spaces: 35, Bicycle Spaces: 0",GEM PARKING CORP.,,2444,TIEBOUT AVE,,BRONX,NY,10458,,Bronx,2,205,15,2000000,2030220054,BX05,39902,-73.89555485566675,40.86028550224417,"(40.86028550224417, -73.89555485566675)"
2097974-DCA,03/31/2025,03/09/2021,Garage and Parking Lot,"Vehicle Spaces: 144, Bicycle Spaces: 14",MP BROADWAY 11 LLC,,11,BROADWAY,,BROOKLYN,NY,11249,2124903460,Brooklyn,3,301,33,3397615,3024687501,,,-73.96839153290658,40.71081463099152,"(40.71081463099152, -73.96839153290658)"
2028691-DCA,03/31/2025,09/22/2015,Garage and Parking Lot,"Vehicle Spaces: 66, Bicycle Spaces: 6","LAZ PARKING NEW YORK/NEW JERSEY, LLC",LAZ PARKING NY/NJ,501,E 87TH ST,,NEW YORK,NY,10128,8605227641,Manhattan,1,108,05,1051312,1015840001,MN32,14402,-73.94627076214475,40.776460864559496,"(40.776460864559496, -73.94627076214475)"
2083909-DCA,03/31/2025,03/29/2019,Garage,"Vehicle Spaces: 240, Bicycle Spaces: 20","RELIABLE PARKING, CORP.",,585,E 169TH ST,,BRONX,NY,10456,2124903460,Bronx,2,203,16,2129337,2029310105,BX35,149,-73.90286255353183,40.83204061067692,"(40.83204061067692, -73.90286255353183)"
2048152-DCA,03/31/2025,02/07/2017,Garage,"Vehicle Spaces: 53, Bicycle Spaces: 5",EALGE PARKING GARAGE INC.,,759,EAGLE AVE,,BRONX,NY,10456,3472207660,Bronx,2,201,17,2117692,2026180047,BX34,75,-73.90953947810873,40.81950817438279,"(40.81950817438279, -73.90953947810873)"
2065046-DCA,03/31/2025,01/17/2018,Garage,"Vehicle Spaces: 48, Bicycle Spaces: 0",DELTA PARKING INC,,240,E 82ND ST,,NEW YORK,NY,10028,929-340-4785,Manhattan,1,108,05,1048569,1015270028,MN32,138,-73.95489690644007,40.77581680580157,"(40.77581680580157, -73.95489690644007)"
2110358-DCA,03/31/2025,12/27/2022,Garage,"Vehicle Spaces: 98, Bicycle Spaces: 10",101 WEST 12TH STREET PARKING CORP.,,101,W 12TH ST,,NEW YORK,NY,10011,2127367171,Manhattan,1,102,03,1010619,1006080039,,,-73.99822826944903,40.736221690248684,"(40.736221690248684, -73.99822826944903)"
1415239-DCA,03/31/2025,12/07/2011,Garage,"Vehicle Spaces: 45, Bicycle Spaces:","30 OPERATING, LLC",,320,W 30TH ST,,NEW YORK,NY,10001,2125755335,Manhattan,1,104,3,1013498,1007530051,MN13,97,-73.99612737110338,40.750024988345196,"(40.750024988345196, -73.99612737110338)"
1183626-DCA,03/31/2025,03/13/2009,Garage,"Vehicle Spaces: 31, Bicycle Spaces:",IMPARK HSW LLC,,1356,3RD AVE,,NEW YORK,NY,10075,2129378660,Manhattan,1,108,4,1082188,1014120502,MN40,140,-73.95810834809362,40.773185814239184,"(40.773185814239184, -73.95810834809362)"
2082673-DCA,03/31/2025,02/28/2019,Garage,"Vehicle Spaces: 87, Bicycle Spaces: 9",SEWARD PARK GARAGE LLC,,413,GRAND ST,,NEW YORK,NY,10002,6465840409,Manhattan,1,103,01,1082653,1003150001,MN28,1401,-73.98633551568459,40.71582734941432,"(40.71582734941432, -73.98633551568459)"
2097363-DCA,03/31/2025,12/30/2020,Garage,"Vehicle Spaces: 3500, Bicycle Spaces: 53",MP PIER PARKING LLC,,353,WEST ST,,NEW YORK,NY,10014,2124903460,Manhattan,1,102,03,1012249,1006560001,,,-74.01061852179068,40.72971889143055,"(40.72971889143055, -74.01061852179068)"
2023311-DCA,03/31/2025,05/26/2015,Garage,"Vehicle Spaces: 300, Bicycle Spaces: 21",PARK KWIK LLC,,60,WATER ST,,BROOKLYN,NY,11201,7182222500,Brooklyn,3,302,33,3398406,3000367504,MN25,9,-73.9916650804965,40.703270568205035,"(40.703270568205035, -73.9916650804965)"
2112371-DCA,03/31/2025,04/11/2023,Garage,"Vehicle Spaces: 100, Bicycle Spaces: 10",GREENWICH STREET PARKING LLC,,75,PARK PL,AKA 255 GREENWICH STREET,NEW YORK,NY,10007,,Manhattan,1,101,01,1001415,1001270018,,,-74.01137717859234,40.71423289205817,"(40.71423289205817, -74.01137717859234)"
2114033-DCA,03/31/2025,06/01/2023,Garage,"Vehicle Spaces: 86, Bicycle Spaces: 9",VARICK STREET GARAGE LLC,,114-122,VARICK ST,,NEW YORK,NY,10013,646-584-0409,Manhattan,1,101,01,1000812,1000220020,,,-74.01290870587448,40.70627017391471,"(40.70627017391471, -74.01290870587448)"
2083819-DCA,03/31/2025,03/28/2019,Garage,"Vehicle Spaces: 86, Bicycle Spaces: 9",WORTHY PARKING LLC,,841,10TH AVE,,NEW YORK,NY,10019,2124903460,Manhattan,1,104,06,1087635,1010840025,MN15,135,-73.9892706556262,40.768156333087376,"(40.768156333087376, -73.9892706556262)"
1461471-DCA,03/31/2025,04/05/2013,Parking Lot,"Vehicle Spaces: 54, Bicycle Spaces: 5",MP 25 I LLC,,25,W 25TH ST,,NEW YORK,NY,10010,2124903460,Manhattan,1,105,03,1000000,1008270020,,,-73.98996031739512,40.74338232335229,"(40.74338232335229, -73.98996031739512)"
1383377-DCA,03/31/2025,03/01/2011,Parking Lot,"Vehicle Spaces: 50, Bicycle Spaces: 2",DBR LOTS INC,,338,E 150TH ST,,BRONX,NY,10451,3472242218,Bronx,2,,,,,BX34,65,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
2106696-DCA,03/31/2025,06/10/2022,Garage,"Vehicle Spaces: 65, Bicycle Spaces: 7",1939 W FARMS RD PARKING CORP,,1939,W FARMS RD,,BRONX,NY,10460,7183008790,Bronx,2,206,17,2124285,2030167502,,,-73.8805392349303,40.839213541843144,"(40.839213541843144, -73.8805392349303)"
2083823-DCA,03/31/2025,03/28/2019,Garage,"Vehicle Spaces: 139, Bicycle Spaces: 13",GEM PARKING CORP.,,260,E 188TH ST,,BRONX,NY,10458,,Bronx,2,205,15,2013469,2031470050,BX05,39902,-73.89611783592919,40.86091454702431,"(40.86091454702431, -73.89611783592919)"
2015360-DCA,03/31/2025,11/07/2014,Parking Lot,"Vehicle Spaces: 250, Bicycle Spaces: 20","THE COLOSSEUM, INC.",,89-22,165 STREET,,JAMAICA,NY,11432,7186574400,Queens,4,,,,,QN61,44601,,,
2098961-DCA,03/31/2025,05/27/2021,Garage,"Vehicle Spaces: 200, Bicycle Spaces: 20",1699 NEW YORK AVE PARKING LLC,,3310,AVENUE H,,BROOKLYN,NY,11210,3478663357,Brooklyn,3,317,45,3337329,3075790029,,,-73.94441287613809,40.631843821547065,"(40.631843821547065, -73.94441287613809)"
2099444-DCA,03/31/2025,06/15/2021,Parking Lot,"Vehicle Spaces: 140, Bicycle Spaces: 14",MP WEST 351 LLC,,436,9TH AVE,,NEW YORK,NY,10001,212-490-3460,Manhattan,1,104,03,1000000,1007580007,,,-73.99613799124859,40.753601393999226,"(40.753601393999226, -73.99613799124859)"
2110455-DCA,03/31/2025,01/03/2023,Garage and Parking Lot,"Vehicle Spaces: 21, Bicycle Spaces: 0",298 MULBERRY STREET GARAGE LLC,,293,MULBERRY ST,,NEW YORK,NY,10012,64655840409,Manhattan,1,102,01,1007941,1005107502,,,-73.99506815598656,40.72465794451706,"(40.72465794451706, -73.99506815598656)"
2110398-DCA,03/31/2025,12/29/2022,Garage,"Vehicle Spaces: 70, Bicycle Spaces: 7",155 EAST 76TH STREET GARAGE CORP,,155,E 76TH ST,,NEW YORK,NY,10021,2127367171,Manhattan,1,108,04,1043174,1014110023,,,-73.95983074124015,40.772813143104294,"(40.772813143104294, -73.95983074124015)"
2110403-DCA,03/31/2025,12/29/2022,Garage,"Vehicle Spaces: 41, Bicycle Spaces: 0",601 MURRAY STREET PARKING CORP,,20,RIVER TER,,NEW YORK,NY,10282,2127367171,Manhattan,1,101,01,1086174,1000160180,,,-74.01629809190332,40.71694137946177,"(40.71694137946177, -74.01629809190332)"
2095748-DCA,03/31/2025,05/22/2020,Garage,"Vehicle Spaces: 415, Bicycle Spaces: 41",MP BATTERY GATEWAY LLC,,345,S END AVE,,NEW YORK,NY,10280,9179393992,Manhattan,1,101,01,1083378,1000160100,,,-74.0161306503414,40.71073275270885,"(40.71073275270885, -74.0161306503414)"
1198454-DCA,03/31/2025,05/26/2005,Garage,"Vehicle Spaces: 18, Bicycle Spaces:","581 ST. JOHNS PLACE, LLC",,581,SAINT JOHNS PL,,BROOKLYN,NY,11238,7188588426,Brooklyn,3,308,35,3330666,3011750080,BK61,217,-73.95913753692503,40.67279940618419,"(40.67279940618419, -73.95913753692503)"
2110354-DCA,03/31/2025,12/27/2022,Garage,"Vehicle Spaces: 120, Bicycle Spaces: 12",259 WEST 47TH STREET PARKING CORP.,,259,W 47TH ST,,NEW YORK,NY,10036,2127367171,Manhattan,1,105,03,1024754,1010190008,,,-73.9863914369779,40.759957484359035,"(40.759957484359035, -73.9863914369779)"
2088538-DCA,03/31/2025,07/22/2019,Garage,"Vehicle Spaces: 64, Bicycle Spaces: 6",MP EAST 29 LLC,,331,E 29TH ST,,NEW YORK,NY,10016,2124903460,Manhattan,1,106,02,1020616,1009350013,MN20,70,-73.97683590776566,40.74108856457637,"(40.74108856457637, -73.97683590776566)"
1328283-DCA,03/31/2025,08/05/2009,Garage,"Vehicle Spaces: 138, Bicycle Spaces: 14",RAPID 83 STREET PARKING CORP.,,351,E 83RD ST,,NEW YORK,NY,10028,2127443591,Manhattan,1,108,5,1049931,1015460023,MN32,138,-73.95196180432333,40.775425866806785,"(40.775425866806785, -73.95196180432333)"
1426905-DCA,03/31/2025,04/27/2012,Parking Lot,"Vehicle Spaces: 48, Bicycle Spaces:",MP RIVER LLC,,1111,GERARD AVE,,BRONX,NY,10452,2124903460,Bronx,2,204,16,2100175,2024870042,BX63,195,-73.9217027445085,40.83304029246761,"(40.83304029246761, -73.9217027445085)"
1007334-DCA,03/31/2025,04/22/1999,Garage,"Vehicle Spaces: 750, Bicycle Spaces: 25",G & R GARAGE INC,,230,E 149TH ST,,BRONX,NY,10451,2127533100,Bronx,2,201,17,2097050,2023350016,BX34,65,-73.92427859777693,40.81777040912703,"(40.81777040912703, -73.92427859777693)"
0731394-DCA,03/31/2025,05/16/2006,Garage,"Vehicle Spaces: 300, Bicycle Spaces: 21",M H M PARKING LLC,,560,3RD AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,4,1019099,1008930041,MN20,80,-73.9767109092079,40.74767868405495,"(40.74767868405495, -73.9767109092079)"
0429844-DCA,03/31/2025,05/11/2006,Garage,"Vehicle Spaces: 80, Bicycle Spaces: 8",AFFILIATED PARKING LLC,,247,MADISON AVE,,NEW YORK,NY,10016,2126869800,Manhattan,1,106,3,0,1000000000,MN20,82,-73.98118179323939,40.75018545635353,"(40.75018545635353, -73.98118179323939)"
